arm;-1;2024-05-12 21:36:30 UTC;LINUX-RESTART	(6 CPU)
# hostname;interval;timestamp;CPU;%usr;%nice;%sys;%iowait;%steal;%irq;%soft;%guest;%gnice;%idle
arm;10;2024-05-12 21:38:10 UTC;-1;0.28;0.02;0.12;0.05;0.00;0.10;0.03;0.00;0.00;99.40
arm;10;2024-05-12 21:38:10 UTC;0;0.10;0.00;0.10;0.20;0.00;0.20;0.10;0.00;0.00;99.30
arm;10;2024-05-12 21:38:10 UTC;1;1.50;0.10;0.20;0.10;0.00;0.20;0.00;0.00;0.00;97.90
arm;10;2024-05-12 21:38:10 UTC;2;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.00;0.00;99.90
arm;10;2024-05-12 21:38:10 UTC;3;0.10;0.00;0.30;0.00;0.00;0.10;0.10;0.00;0.00;99.40
arm;10;2024-05-12 21:38:10 UTC;4;0.00;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.90
arm;10;2024-05-12 21:38:10 UTC;5;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
arm;10;2024-05-12 21:38:20 UTC;-1;0.08;0.00;0.22;0.20;0.00;0.10;0.07;0.00;0.00;99.34
arm;10;2024-05-12 21:38:20 UTC;0;0.10;0.00;0.20;1.20;0.00;0.10;0.20;0.00;0.00;98.20
arm;10;2024-05-12 21:38:20 UTC;1;0.20;0.00;0.60;0.00;0.00;0.30;0.10;0.00;0.00;98.80
arm;10;2024-05-12 21:38:20 UTC;2;0.10;0.00;0.10;0.00;0.00;0.00;0.10;0.00;0.00;99.70
arm;10;2024-05-12 21:38:20 UTC;3;0.00;0.00;0.20;0.00;0.00;0.10;0.00;0.00;0.00;99.70
arm;10;2024-05-12 21:38:20 UTC;4;0.10;0.00;0.20;0.00;0.00;0.00;0.00;0.00;0.00;99.70
arm;10;2024-05-12 21:38:20 UTC;5;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.00;0.00;99.90
arm;10;2024-05-12 21:38:30 UTC;-1;0.07;0.00;0.15;0.02;0.00;0.10;0.02;0.00;0.00;99.65
arm;10;2024-05-12 21:38:30 UTC;0;0.00;0.00;0.20;0.10;0.00;0.20;0.10;0.00;0.00;99.40
arm;10;2024-05-12 21:38:30 UTC;1;0.30;0.00;0.20;0.00;0.00;0.20;0.00;0.00;0.00;99.30
arm;10;2024-05-12 21:38:30 UTC;2;0.00;0.00;0.10;0.00;0.00;0.10;0.00;0.00;0.00;99.80
arm;10;2024-05-12 21:38:30 UTC;3;0.10;0.00;0.20;0.00;0.00;0.10;0.00;0.00;0.00;99.60
arm;10;2024-05-12 21:38:30 UTC;4;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
arm;10;2024-05-12 21:38:30 UTC;5;0.00;0.00;0.20;0.00;0.00;0.00;0.00;0.00;0.00;99.80
arm;10;2024-05-12 21:38:40 UTC;-1;0.05;0.00;0.20;0.02;0.00;0.12;0.08;0.00;0.00;99.53
arm;10;2024-05-12 21:38:40 UTC;0;0.00;0.00;0.20;0.10;0.00;0.20;0.20;0.00;0.00;99.30
arm;10;2024-05-12 21:38:40 UTC;1;0.20;0.00;0.60;0.00;0.00;0.20;0.10;0.00;0.00;98.90
arm;10;2024-05-12 21:38:40 UTC;2;0.10;0.00;0.10;0.00;0.00;0.10;0.10;0.00;0.00;99.60
arm;10;2024-05-12 21:38:40 UTC;3;0.00;0.00;0.20;0.00;0.00;0.10;0.10;0.00;0.00;99.60
arm;10;2024-05-12 21:38:40 UTC;4;0.00;0.00;0.10;0.00;0.00;0.10;0.00;0.00;0.00;99.80
arm;10;2024-05-12 21:38:40 UTC;5;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
arm;10;2024-05-12 21:38:50 UTC;-1;0.08;0.00;0.23;0.05;0.00;0.08;0.07;0.00;0.00;99.48
arm;10;2024-05-12 21:38:50 UTC;0;0.10;0.00;0.30;0.20;0.00;0.20;0.30;0.00;0.00;98.90
arm;10;2024-05-12 21:38:50 UTC;1;0.20;0.00;0.40;0.10;0.00;0.20;0.10;0.00;0.00;99.00
arm;10;2024-05-12 21:38:50 UTC;2;0.10;0.00;0.20;0.00;0.00;0.10;0.00;0.00;0.00;99.60
arm;10;2024-05-12 21:38:50 UTC;3;0.10;0.00;0.30;0.00;0.00;0.00;0.00;0.00;0.00;99.60
arm;10;2024-05-12 21:38:50 UTC;4;0.00;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.90
arm;10;2024-05-12 21:38:50 UTC;5;0.00;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.90
arm;10;2024-05-12 21:39:00 UTC;-1;4.28;0.00;0.57;0.07;0.00;0.17;0.08;0.00;0.00;94.84
arm;10;2024-05-12 21:39:00 UTC;0;0.40;0.00;0.60;0.10;0.00;0.30;0.30;0.00;0.00;98.30
arm;10;2024-05-12 21:39:00 UTC;1;0.30;0.00;0.50;0.00;0.00;0.10;0.00;0.00;0.00;99.10
arm;10;2024-05-12 21:39:00 UTC;2;0.40;0.00;0.30;0.00;0.00;0.20;0.10;0.00;0.00;99.00
arm;10;2024-05-12 21:39:00 UTC;3;0.20;0.00;0.50;0.00;0.00;0.20;0.10;0.00;0.00;99.00
arm;10;2024-05-12 21:39:00 UTC;4;15.00;0.00;0.90;0.30;0.00;0.10;0.00;0.00;0.00;83.70
arm;10;2024-05-12 21:39:00 UTC;5;9.38;0.00;0.60;0.00;0.00;0.10;0.00;0.00;0.00;89.92
arm;10;2024-05-12 21:39:10 UTC;-1;1.25;0.00;0.78;0.02;0.00;0.58;1.60;0.00;0.00;95.77
arm;10;2024-05-12 21:39:10 UTC;0;0.90;0.00;0.70;0.10;0.00;2.10;9.29;0.00;0.00;86.91
arm;10;2024-05-12 21:39:10 UTC;1;4.32;0.00;2.41;0.00;0.00;0.80;0.10;0.00;0.00;92.36
arm;10;2024-05-12 21:39:10 UTC;2;1.90;0.00;0.80;0.00;0.00;0.30;0.10;0.00;0.00;96.89
arm;10;2024-05-12 21:39:10 UTC;3;0.20;0.00;0.30;0.00;0.00;0.10;0.10;0.00;0.00;99.30
arm;10;2024-05-12 21:39:10 UTC;4;0.20;0.00;0.40;0.00;0.00;0.10;0.00;0.00;0.00;99.30
arm;10;2024-05-12 21:39:10 UTC;5;0.00;0.00;0.10;0.00;0.00;0.10;0.00;0.00;0.00;99.80
arm;10;2024-05-12 21:39:20 UTC;-1;1.20;0.00;0.80;0.23;0.00;0.70;2.17;0.00;0.00;94.89
arm;10;2024-05-12 21:39:20 UTC;0;0.00;0.00;0.40;0.80;0.00;2.61;12.63;0.00;0.00;83.57
arm;10;2024-05-12 21:39:20 UTC;1;4.35;0.00;2.33;0.00;0.00;0.71;0.20;0.00;0.00;92.42
arm;10;2024-05-12 21:39:20 UTC;2;2.51;0.00;1.60;0.40;0.00;0.60;0.10;0.00;0.00;94.79
arm;10;2024-05-12 21:39:20 UTC;3;0.40;0.00;0.40;0.00;0.00;0.30;0.00;0.00;0.00;98.90
arm;10;2024-05-12 21:39:20 UTC;4;0.00;0.00;0.10;0.10;0.00;0.00;0.10;0.00;0.00;99.70
arm;10;2024-05-12 21:39:20 UTC;5;0.00;0.00;0.00;0.10;0.00;0.00;0.00;0.00;0.00;99.90
arm;10;2024-05-12 21:39:30 UTC;-1;1.17;0.00;0.98;0.03;0.00;0.73;2.10;0.00;0.00;94.98
arm;10;2024-05-12 21:39:30 UTC;0;0.00;0.00;0.10;0.20;0.00;2.61;12.36;0.00;0.00;84.72
arm;10;2024-05-12 21:39:30 UTC;1;3.30;0.00;2.50;0.00;0.00;0.60;0.10;0.00;0.00;93.49
arm;10;2024-05-12 21:39:30 UTC;2;1.20;0.00;0.80;0.00;0.00;0.40;0.00;0.00;0.00;97.59
arm;10;2024-05-12 21:39:30 UTC;3;2.41;0.00;2.21;0.00;0.00;0.70;0.20;0.00;0.00;94.47
arm;10;2024-05-12 21:39:30 UTC;4;0.10;0.00;0.20;0.00;0.00;0.10;0.00;0.00;0.00;99.60
arm;10;2024-05-12 21:39:30 UTC;5;0.00;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.90
arm;10;2024-05-12 21:39:40 UTC;-1;1.20;0.00;0.89;0.02;0.00;0.72;2.16;0.00;0.00;95.02
arm;10;2024-05-12 21:39:40 UTC;0;0.00;0.00;0.30;0.10;0.00;2.71;12.53;0.00;0.00;84.37
arm;10;2024-05-12 21:39:40 UTC;1;2.83;0.00;1.92;0.00;0.00;0.51;0.10;0.00;0.00;94.64
arm;10;2024-05-12 21:39:40 UTC;2;3.73;0.00;2.62;0.00;0.00;0.91;0.20;0.00;0.00;92.53
arm;10;2024-05-12 21:39:40 UTC;3;0.60;0.00;0.40;0.00;0.00;0.20;0.10;0.00;0.00;98.70
arm;10;2024-05-12 21:39:40 UTC;4;0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99.90
arm;10;2024-05-12 21:39:40 UTC;5;0.00;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.90
arm;10;2024-05-12 21:39:50 UTC;-1;1.45;0.00;1.34;0.37;0.00;0.77;2.04;0.00;0.00;94.04
arm;10;2024-05-12 21:39:50 UTC;0;0.00;0.00;0.30;1.10;0.00;2.40;11.80;0.00;0.00;84.40
arm;10;2024-05-12 21:39:50 UTC;1;5.54;0.00;4.43;1.11;0.00;1.21;0.20;0.00;0.00;87.51
arm;10;2024-05-12 21:39:50 UTC;2;1.30;0.00;2.00;0.00;0.00;0.60;0.10;0.00;0.00;96.00
arm;10;2024-05-12 21:39:50 UTC;3;1.91;0.00;1.21;0.00;0.00;0.40;0.00;0.00;0.00;96.48
arm;10;2024-05-12 21:39:50 UTC;4;0.00;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.90
arm;10;2024-05-12 21:39:50 UTC;5;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.00;99.90
arm;10;2024-05-12 21:40:00 UTC;-1;1.18;0.00;0.93;0.07;0.00;0.68;2.07;0.00;0.00;95.06
arm;10;2024-05-12 21:40:00 UTC;0;0.00;0.00;0.10;0.40;0.00;2.52;12.17;0.00;0.00;84.81
arm;10;2024-05-12 21:40:00 UTC;1;6.07;0.00;3.84;0.00;0.00;1.11;0.10;0.00;0.00;88.88
arm;10;2024-05-12 21:40:00 UTC;2;1.10;0.00;1.30;0.00;0.00;0.40;0.10;0.00;0.00;97.10
arm;10;2024-05-12 21:40:00 UTC;3;0.00;0.00;0.30;0.00;0.00;0.10;0.10;0.00;0.00;99.50
arm;10;2024-05-12 21:40:00 UTC;4;0.00;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.90
arm;10;2024-05-12 21:40:00 UTC;5;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
arm;10;2024-05-12 21:40:10 UTC;-1;1.48;0.00;1.03;0.08;0.00;0.73;2.05;0.00;0.00;94.62
arm;10;2024-05-12 21:40:10 UTC;0;0.10;0.00;0.30;0.40;0.00;2.51;11.82;0.00;0.00;84.87
arm;10;2024-05-12 21:40:10 UTC;1;4.80;0.00;3.20;0.10;0.00;0.80;0.20;0.00;0.00;90.90
arm;10;2024-05-12 21:40:10 UTC;2;3.32;0.00;1.81;0.00;0.00;0.70;0.20;0.00;0.00;93.96
arm;10;2024-05-12 21:40:10 UTC;3;0.40;0.00;0.80;0.00;0.00;0.20;0.10;0.00;0.00;98.50
arm;10;2024-05-12 21:40:10 UTC;4;0.10;0.00;0.10;0.00;0.00;0.10;0.00;0.00;0.00;99.70
arm;10;2024-05-12 21:40:10 UTC;5;0.20;0.00;0.00;0.00;0.00;0.10;0.00;0.00;0.00;99.70
arm;10;2024-05-12 21:40:20 UTC;-1;1.52;0.00;0.97;0.05;0.00;0.72;2.04;0.00;0.00;94.71
arm;10;2024-05-12 21:40:20 UTC;0;0.30;0.00;0.40;0.20;0.00;2.51;11.94;0.00;0.00;84.65
arm;10;2024-05-12 21:40:20 UTC;1;1.40;0.00;0.90;0.00;0.00;0.30;0.00;0.00;0.00;97.39
arm;10;2024-05-12 21:40:20 UTC;2;2.30;0.00;0.80;0.00;0.00;0.30;0.10;0.00;0.00;96.49
arm;10;2024-05-12 21:40:20 UTC;3;4.93;0.00;3.42;0.10;0.00;1.21;0.20;0.00;0.00;90.14
arm;10;2024-05-12 21:40:20 UTC;4;0.20;0.00;0.20;0.00;0.00;0.00;0.00;0.00;0.00;99.60
arm;10;2024-05-12 21:40:20 UTC;5;0.00;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.90
arm;10;2024-05-12 21:40:30 UTC;-1;1.39;0.00;1.00;0.03;0.00;0.70;1.97;0.00;0.00;94.90
arm;10;2024-05-12 21:40:30 UTC;0;0.00;0.00;0.20;0.20;0.00;2.31;11.53;0.00;0.00;85.76
arm;10;2024-05-12 21:40:30 UTC;1;3.51;0.00;2.41;0.00;0.00;0.90;0.20;0.00;0.00;92.98
arm;10;2024-05-12 21:40:30 UTC;2;0.80;0.00;0.30;0.00;0.00;0.20;0.00;0.00;0.00;98.69
arm;10;2024-05-12 21:40:30 UTC;3;4.04;0.00;2.63;0.00;0.00;0.71;0.10;0.00;0.00;92.53
arm;10;2024-05-12 21:40:30 UTC;4;0.00;0.00;0.30;0.00;0.00;0.10;0.00;0.00;0.00;99.60
arm;10;2024-05-12 21:40:30 UTC;5;0.00;0.00;0.20;0.00;0.00;0.00;0.00;0.00;0.00;99.80
arm;10;2024-05-12 21:40:40 UTC;-1;1.29;0.00;0.89;0.13;0.00;0.65;1.91;0.00;0.00;95.14
arm;10;2024-05-12 21:40:40 UTC;0;0.10;0.00;0.30;0.80;0.00;2.21;10.97;0.00;0.00;85.61
arm;10;2024-05-12 21:40:40 UTC;1;2.01;0.00;1.41;0.00;0.00;0.50;0.10;0.00;0.00;95.98
arm;10;2024-05-12 21:40:40 UTC;2;2.62;0.00;1.71;0.00;0.00;0.60;0.20;0.00;0.00;94.86
arm;10;2024-05-12 21:40:40 UTC;3;2.90;0.00;1.80;0.00;0.00;0.60;0.20;0.00;0.00;94.49
arm;10;2024-05-12 21:40:40 UTC;4;0.10;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.80
arm;10;2024-05-12 21:40:40 UTC;5;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
arm;10;2024-05-12 21:40:50 UTC;-1;1.37;0.00;0.80;0.03;0.00;0.68;2.02;0.00;0.00;95.09
arm;10;2024-05-12 21:40:50 UTC;0;0.00;0.00;0.20;0.10;0.00;2.41;11.74;0.00;0.00;85.56
arm;10;2024-05-12 21:40:50 UTC;1;0.90;0.00;0.70;0.00;0.00;0.40;0.10;0.00;0.00;97.90
arm;10;2024-05-12 21:40:50 UTC;2;4.42;0.00;2.41;0.00;0.00;0.90;0.20;0.00;0.00;92.07
arm;10;2024-05-12 21:40:50 UTC;3;2.82;0.00;1.21;0.10;0.00;0.40;0.10;0.00;0.00;95.37
arm;10;2024-05-12 21:40:50 UTC;4;0.00;0.00;0.20;0.00;0.00;0.00;0.00;0.00;0.00;99.80
arm;10;2024-05-12 21:40:50 UTC;5;0.10;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.80
arm;10;2024-05-12 21:41:00 UTC;-1;1.52;0.00;1.05;0.02;0.00;0.75;2.12;0.00;0.00;94.54
arm;10;2024-05-12 21:41:00 UTC;0;0.00;0.00;0.10;0.10;0.00;2.52;12.47;0.00;0.00;84.81
arm;10;2024-05-12 21:41:00 UTC;1;3.72;0.00;2.51;0.00;0.00;0.90;0.10;0.00;0.00;92.76
arm;10;2024-05-12 21:41:00 UTC;2;3.71;0.00;2.20;0.00;0.00;0.60;0.10;0.00;0.00;93.39
arm;10;2024-05-12 21:41:00 UTC;3;1.50;0.00;1.30;0.00;0.00;0.40;0.00;0.00;0.00;96.79
arm;10;2024-05-12 21:41:00 UTC;4;0.20;0.00;0.10;0.00;0.00;0.10;0.10;0.00;0.00;99.50
arm;10;2024-05-12 21:41:00 UTC;5;0.00;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.90
