# hostname;interval;timestamp;CPU;%usr;%nice;%sys;%iowait;%steal;%irq;%soft;%guest;%gnice;%idle
raspberrypi3-64;10;2018-03-09 20:03:20 UTC;0;0.00;0.00;0.20;0.10;0.00;0.00;0.00;0.00;0.00;99.69
raspberrypi3-64;10;2018-03-09 20:03:20 UTC;1;0.10;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.80
raspberrypi3-64;10;2018-03-09 20:03:20 UTC;2;0.10;0.00;0.20;0.00;0.00;0.00;0.00;0.00;0.00;99.70
raspberrypi3-64;10;2018-03-09 20:03:20 UTC;3;0.20;0.00;0.71;0.00;0.00;0.00;0.00;0.00;0.00;99.09
raspberrypi3-64;1;2018-03-09 20:03:21 UTC;-1;0.00;0.00;0.26;0.00;0.00;0.00;0.00;0.00;0.00;99.74
raspberrypi3-64;1;2018-03-09 20:03:21 UTC;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
raspberrypi3-64;1;2018-03-09 20:03:21 UTC;1;0.00;0.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;98.98
raspberrypi3-64;1;2018-03-09 20:03:21 UTC;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
raspberrypi3-64;1;2018-03-09 20:03:21 UTC;3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
raspberrypi3-64;10;2018-03-09 20:03:32 UTC;-1;0.08;0.00;0.23;0.03;0.00;0.00;0.00;0.00;0.00;99.67
raspberrypi3-64;10;2018-03-09 20:03:32 UTC;0;0.10;0.00;0.20;0.10;0.00;0.00;0.00;0.00;0.00;99.59
raspberrypi3-64;10;2018-03-09 20:03:32 UTC;1;0.00;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.90
raspberrypi3-64;10;2018-03-09 20:03:32 UTC;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
raspberrypi3-64;10;2018-03-09 20:03:32 UTC;3;0.20;0.00;0.61;0.00;0.00;0.00;0.00;0.00;0.00;99.19
raspberrypi3-64;1;2018-03-09 20:03:33 UTC;-1;0.25;0.00;0.76;0.00;0.00;0.00;0.00;0.00;0.00;98.98
raspberrypi3-64;1;2018-03-09 20:03:33 UTC;0;0.00;0.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;98.98
raspberrypi3-64;1;2018-03-09 20:03:33 UTC;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
raspberrypi3-64;1;2018-03-09 20:03:33 UTC;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
raspberrypi3-64;1;2018-03-09 20:03:33 UTC;3;1.01;0.00;2.02;0.00;0.00;0.00;0.00;0.00;0.00;96.97
raspberrypi3-64;10;2018-03-09 20:03:43 UTC;-1;0.99;0.00;0.33;0.05;0.00;0.00;0.00;0.00;0.00;98.63
raspberrypi3-64;10;2018-03-09 20:03:43 UTC;0;0.10;0.00;0.30;0.10;0.00;0.00;0.00;0.00;0.00;99.49
raspberrypi3-64;10;2018-03-09 20:03:43 UTC;1;3.65;0.00;0.41;0.10;0.00;0.00;0.00;0.00;0.00;95.84
raspberrypi3-64;10;2018-03-09 20:03:43 UTC;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
raspberrypi3-64;10;2018-03-09 20:03:43 UTC;3;0.20;0.00;0.61;0.00;0.00;0.00;0.00;0.00;0.00;99.19
raspberrypi3-64;1;2018-03-09 20:03:44 UTC;-1;0.51;0.00;0.51;0.00;0.00;0.00;0.00;0.00;0.00;98.98
raspberrypi3-64;1;2018-03-09 20:03:44 UTC;0;1.01;0.00;1.01;0.00;0.00;0.00;0.00;0.00;0.00;97.98
