# hostname;interval;timestamp;CPU;%usr;%nice;%sys;%iowait;%steal;%irq;%soft;%guest;%gnice;%idle
mz7010-som-base-2020-2;10;2024-05-15 00:27:51;-1;43.09;0.10;40.91;4.26;0.00;0.00;0.00;0.00;0.00;11.64
mz7010-som-base-2020-2;11;2024-05-15 00:28:01;-1;48.72;0.00;51.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
mz7010-som-base-2020-2;10;2024-05-15 00:28:11;-1;23.76;0.20;22.97;4.24;0.00;0.00;0.00;0.00;0.00;48.84
mz7010-som-base-2020-2;11;2024-05-15 00:28:22;-1;53.75;0.09;46.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00
mz7010-som-base-2020-2;10;2024-05-15 00:28:32;-1;28.42;0.05;29.81;0.00;0.00;0.00;0.00;0.00;0.00;41.73
mz7010-som-base-2020-2;10;2024-05-15 00:28:42;-1;45.24;0.00;42.02;4.26;0.00;0.00;0.00;0.00;0.00;8.47
mz7010-som-base-2020-2;11;2024-05-15 00:28:53;-1;50.57;0.00;49.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00
mz7010-som-base-2020-2;10;2024-05-15 00:29:03;-1;24.26;0.00;21.00;4.20;0.00;0.00;0.00;0.00;0.00;50.54
mz7010-som-base-2020-2;10;2024-05-15 00:29:13;-1;48.91;0.00;51.04;0.00;0.00;0.00;0.05;0.00;0.00;0.00
mz7010-som-base-2020-2;10;2024-05-15 00:29:23;-1;34.28;0.05;32.79;0.00;0.00;0.00;0.00;0.00;0.00;32.89
mz7010-som-base-2020-2;10;2024-05-15 00:29:33;-1;39.85;0.15;37.27;4.27;0.00;0.00;0.00;0.00;0.00;18.46
mz7010-som-base-2020-2;11;2024-05-15 00:29:44;-1;49.76;0.00;50.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00
mz7010-som-base-2020-2;10;2024-05-15 00:29:54;-1;22.05;0.00;23.24;4.19;0.00;0.00;0.00;0.00;0.00;50.52
mz7010-som-base-2020-2;11;2024-05-15 00:30:05;-1;48.86;0.09;51.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00
mz7010-som-base-2020-2;10;2024-05-15 00:30:15;-1;36.35;0.00;33.32;0.00;0.00;0.00;0.00;0.00;0.00;30.33
mz7010-som-base-2020-2;10;2024-05-15 00:30:25;-1;40.64;0.05;36.26;4.27;0.00;0.00;0.00;0.00;0.00;18.78
mz7010-som-base-2020-2;11;2024-05-15 00:30:35;-1;49.43;0.05;50.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00
mz7010-som-base-2020-2;10;2024-05-15 00:30:45;-1;22.66;0.00;24.24;4.19;0.00;0.00;0.00;0.00;0.00;48.92
mz7010-som-base-2020-2;11;2024-05-15 00:30:56;-1;50.19;0.00;49.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00
mz7010-som-base-2020-2;10;2024-05-15 00:31:06;-1;36.62;0.00;32.34;0.00;0.00;0.00;0.00;0.00;0.00;31.04
mz7010-som-base-2020-2;10;2024-05-15 00:31:16;-1;42.35;0.00;33.52;4.32;0.00;0.00;0.00;0.00;0.00;19.81
mz7010-som-base-2020-2;10;2024-05-15 00:31:26;-1;47.39;0.25;52.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00
mz7010-som-base-2020-2;10;2024-05-15 00:31:36;-1;26.18;0.00;18.75;4.21;0.00;0.00;0.00;0.00;0.00;50.87
mz7010-som-base-2020-2;10;2024-05-15 00:31:47;-1;53.99;0.00;46.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00
mz7010-som-base-2020-2;10;2024-05-15 00:31:57;-1;40.05;0.05;40.99;0.00;0.00;0.00;0.00;0.00;0.00;18.91
mz7010-som-base-2020-2;10;2024-05-15 00:32:07;-1;32.04;0.15;32.24;4.32;0.00;0.00;0.00;0.00;0.00;31.25
mz7010-som-base-2020-2;11;2024-05-15 00:32:17;-1;54.31;0.28;45.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00
mz7010-som-base-2020-2;10;2024-05-15 00:32:27;-1;22.56;0.05;23.85;4.36;0.00;0.00;0.00;0.00;0.00;49.18
