# hostname;interval;timestamp;kbmemfree;kbavail;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact;kbdirty;kbanonpg;kbslab;kbkstack;kbpgtbl;kbvmused
mz7010-som-base-2020-2;11;2024-05-15 00:30:56;651216;665292;261880;25.47;18652;88496;668008;64.96;341924;13632;0;248408;8052;1056;1456;420
mz7010-som-base-2020-2;10;2024-05-15 00:31:06;892120;906216;23096;2.25;18660;86368;232724;22.63;103696;11452;4;10144;8052;744;572;420
mz7010-som-base-2020-2;10;2024-05-15 00:31:16;650716;664816;262260;25.50;18676;88592;668392;65.00;342064;13636;0;248416;8052;1048;1544;420
mz7010-som-base-2020-2;10;2024-05-15 00:31:26;649644;663752;263276;25.60;18684;88644;668152;64.98;343352;13636;0;249712;8048;1112;1540;420
mz7010-som-base-2020-2;10;2024-05-15 00:31:36;795008;809140;117832;11.46;18696;88688;668412;65.00;197588;13640;0;103912;8072;1032;1340;420
mz7010-som-base-2020-2;10;2024-05-15 00:31:47;650780;664912;262012;25.48;18704;88732;668240;64.99;342224;13640;0;248508;8068;1032;1536;420
mz7010-som-base-2020-2;10;2024-05-15 00:31:57;891892;906048;23008;2.24;18712;86596;232952;22.65;104036;11456;4;10048;8088;736;560;420
mz7010-som-base-2020-2;10;2024-05-15 00:32:07;651044;665204;261612;25.44;18724;88828;668168;64.98;342292;13648;0;248424;8088;984;1540;420
mz7010-som-base-2020-2;11;2024-05-15 00:32:17;649408;663576;263196;25.60;18732;88876;666540;64.82;343636;13644;0;249704;8084;1056;1568;420
mz7010-som-base-2020-2;10;2024-05-15 00:32:27;822080;836260;90452;8.80;18744;88928;668644;65.02;170384;13648;0;76424;8092;1032;1212;420
mz7010-som-base-2020-2;11;2024-05-15 00:32:38;649992;664184;262496;25.53;18752;88968;668464;65.01;342488;13648;0;248476;8088;992;1568;420
mz7010-som-base-2020-2;11;2024-05-15 00:32:49;891176;905384;23428;2.28;18760;86836;233184;22.68;104304;11464;4;10144;8096;728;572;420
mz7010-som-base-2020-2;10;2024-05-15 00:32:59;650308;664520;262056;25.48;18772;89064;668776;65.04;342632;13648;0;248424;8096;976;1536;420
mz7010-som-base-2020-2;10;2024-05-15 00:33:09;648984;663204;263364;25.61;18776;89112;647048;62.92;343872;13652;0;249660;8060;1024;1440;420
mz7010-som-base-2020-2;10;2024-05-15 00:33:19;830592;844828;81704;7.95;18792;89152;668872;65.05;161604;13656;0;67376;8056;1144;1200;420
mz7010-som-base-2020-2;11;2024-05-15 00:33:30;650580;664816;261656;25.45;18792;89212;668788;65.04;342800;13656;0;248464;8056;1000;1588;420
mz7010-som-base-2020-2;10;2024-05-15 00:33:40;891212;905468;23196;2.26;18796;87072;233416;22.70;104504;11476;4;10144;8020;744;572;420
mz7010-som-base-2020-2;10;2024-05-15 00:33:50;650068;664324;262104;25.49;18812;89304;669016;65.06;342896;13660;0;248524;8008;984;1568;420
mz7010-som-base-2020-2;11;2024-05-15 00:34:00;649352;663612;262776;25.55;18820;89348;668840;65.04;344160;13656;0;249692;8000;1024;1440;420
mz7010-som-base-2020-2;10;2024-05-15 00:34:11;835604;849904;76408;7.43;18848;89404;668724;65.03;156720;13660;0;62140;8032;1128;1232;420
mz7010-som-base-2020-2;11;2024-05-15 00:34:21;650156;664464;261816;25.46;18856;89440;668996;65.06;342996;13660;0;248408;8028;1136;1532;420
mz7010-som-base-2020-2;10;2024-05-15 00:34:31;891020;905344;23076;2.24;18860;87300;233644;22.72;104856;11476;4;10148;8040;744;576;420
mz7010-som-base-2020-2;10;2024-05-15 00:34:41;650064;664392;261784;25.46;18872;89544;668888;65.05;343156;13664;0;248460;8032;1008;1528;420
mz7010-som-base-2020-2;11;2024-05-15 00:34:52;649080;663416;262716;25.55;18880;89580;669064;65.07;344476;13664;0;249648;8040;1000;1516;420
mz7010-som-base-2020-2;10;2024-05-15 00:35:02;815720;830068;96008;9.34;18896;89624;667280;64.89;176548;13664;0;81752;8048;1200;1268;420
mz7010-som-base-2020-2;11;2024-05-15 00:35:13;649276;663640;262388;25.52;18900;89680;669156;65.07;343316;13668;0;248404;8052;992;1572;420
mz7010-som-base-2020-2;10;2024-05-15 00:35:23;890932;905312;22852;2.22;18912;87540;233872;22.74;105016;11484;4;10012;8060;744;572;420
mz7010-som-base-2020-2;10;2024-05-15 00:35:33;650036;664416;261504;25.43;18920;89768;669244;65.08;343448;13668;0;248436;8068;1072;1536;420
mz7010-som-base-2020-2;11;2024-05-15 00:35:44;648552;662932;262948;25.57;18924;89816;669296;65.09;344704;13668;0;249716;8056;1008;1492;420
mz7010-som-base-2020-2;10;2024-05-15 00:35:54;826576;840976;84836;8.25;18936;89868;669340;65.09;165860;13672;0;70720;8080;1032;1136;420
mz7010-som-base-2020-2;11;2024-05-15 00:36:05;649492;663900;261876;25.47;18944;89908;669804;65.14;343608;13672;0;248476;8076;1096;1484;420
mz7010-som-base-2020-2;10;2024-05-15 00:36:15;890216;904636;23272;2.26;18944;87780;234100;22.77;105348;11488;4;10144;8084;744;572;420
mz7010-som-base-2020-2;10;2024-05-15 00:36:25;649792;664220;261436;25.42;18952;90012;669476;65.11;343716;13676;0;248432;8104;992;1532;420
mz7010-som-base-2020-2;11;2024-05-15 00:36:35;647912;662352;263272;25.60;18968;90052;669740;65.13;344992;13676;0;249648;8092;1128;1616;420
mz7010-som-base-2020-2;10;2024-05-15 00:36:46;836192;850648;74916;7.29;18976;90108;669656;65.12;155832;13680;0;60480;8104;1144;1092;420
mz7010-som-base-2020-2;10;2024-05-15 00:36:56;649228;663692;261824;25.46;18980;90160;669692;65.13;343816;13684;0;248408;8104;1056;1492;420
mz7010-som-base-2020-2;10;2024-05-15 00:37:06;890156;904636;23072;2.24;18988;88016;234336;22.79;105540;11500;4;10044;8064;744;572;420
mz7010-som-base-2020-2;10;2024-05-15 00:37:16;654196;668680;256788;24.97;19004;90240;658928;64.08;339636;13684;0;244108;8068;1112;1612;420
mz7010-som-base-2020-2;11;2024-05-15 00:37:26;647784;662280;263144;25.59;19008;90300;669976;65.15;345336;13688;0;249724;8060;1176;1544;420
mz7010-som-base-2020-2;10;2024-05-15 00:37:36;874252;888748;36640;3.56;19012;90336;669800;65.14;118112;13656;4;22488;8056;1056;1040;420
mz7010-som-base-2020-2;10;2024-05-15 00:37:47;648608;663112;262212;25.50;19016;90388;669844;65.14;344156;13688;0;248372;8072;1248;1536;420
mz7010-som-base-2020-2;10;2024-05-15 00:37:57;889796;904328;23160;2.25;19024;88252;234564;22.81;105940;11508;4;10144;8064;744;572;420
mz7010-som-base-2020-2;10;2024-05-15 00:38:07;690556;705084;220152;21.41;19036;90480;670160;65.17;302640;13692;0;206864;8072;1008;1432;420
mz7010-som-base-2020-2;10;2024-05-15 00:38:17;648724;663260;261936;25.47;19048;90520;669976;65.15;344372;13692;0;248476;8068;1016;1540;420
mz7010-som-base-2020-2;10;2024-05-15 00:38:27;889896;904468;22876;2.22;19064;88396;234680;22.82;106128;11516;4;10048;8064;744;564;420
mz7010-som-base-2020-2;10;2024-05-15 00:38:37;648512;663080;262024;25.48;19068;90624;670068;65.16;344420;13700;0;248408;8068;1032;1432;420
mz7010-som-base-2020-2;11;2024-05-15 00:38:48;791340;805916;119156;11.59;19076;90664;538672;52.38;196440;13628;0;65668;8060;848;1168;420
mz7010-som-base-2020-2;10;2024-05-15 00:38:58;664836;679428;245572;23.88;19088;90720;659604;64.15;328456;13704;0;232396;8080;1056;1500;420
mz7010-som-base-2020-2;10;2024-05-15 00:39:08;648748;663336;261684;25.45;19088;90764;659652;64.15;344600;13700;0;248448;8012;1048;1488;420
mz7010-som-base-2020-2;10;2024-05-15 00:39:18;889692;904300;22864;2.22;19096;88620;234912;22.84;106260;11516;4;10068;8024;744;560;420
mz7010-som-base-2020-2;10;2024-05-15 00:39:28;648796;663408;261496;25.43;19104;90856;670596;65.21;344672;13704;0;248396;8044;1112;1508;420
mz7010-som-base-2020-2;11;2024-05-15 00:39:39;647220;661828;263064;25.58;19104;90904;670340;65.19;345952;13704;0;249656;8004;1048;1544;420
mz7010-som-base-2020-2;10;2024-05-15 00:39:49;725840;740464;184364;17.93;19124;90952;659616;64.15;266352;13704;0;170056;8016;1120;1340;420
mz7010-som-base-2020-2;11;2024-05-15 00:40:00;648424;663068;261728;25.45;19132;91000;659436;64.13;344844;13708;0;248460;8012;1056;1488;420
mz7010-som-base-2020-2;10;2024-05-15 00:40:10;889448;904108;22820;2.22;19140;88868;235140;22.87;106612;11524;4;10144;8020;744;572;420
mz7010-som-base-2020-2;10;2024-05-15 00:40:20;647856;662520;262168;25.50;19152;91092;670524;65.21;344916;13708;0;248380;8028;976;1608;420
mz7010-som-base-2020-2;11;2024-05-15 00:40:30;646652;661324;263316;25.61;19160;91140;659796;64.16;346260;13712;0;249664;8028;1048;1572;420
mz7010-som-base-2020-2;10;2024-05-15 00:40:40;725388;740084;184488;17.94;19180;91188;670620;65.22;267104;13712;0;170392;8052;1096;1384;420
mz7010-som-base-2020-2;12;2024-05-15 00:40:52;648000;662700;261828;25.46;19184;91240;670672;65.22;345120;13712;0;248460;8044;1056;1544;420
mz7010-som-base-2020-2;10;2024-05-15 00:41:02;883176;897892;26604;2.59;19192;91276;670716;65.23;109524;13708;4;12732;8048;976;1184;420
mz7010-som-base-2020-2;10;2024-05-15 00:41:12;647532;662248;262192;25.50;19196;91332;671052;65.26;345160;13716;0;248412;8044;1016;1612;420
mz7010-som-base-2020-2;11;2024-05-15 00:41:23;888860;903592;22984;2.24;19204;89200;235488;22.90;106904;11536;4;10044;8048;736;576;420
mz7010-som-base-2020-2;10;2024-05-15 00:41:33;658204;672940;251376;24.45;19216;91424;670848;65.24;334948;13720;0;238116;8076;1120;1596;420
mz7010-som-base-2020-2;11;2024-05-15 00:41:43;646024;660768;263488;25.62;19224;91476;670900;65.24;346676;13724;0;249652;8084;1056;1552;420
mz7010-som-base-2020-2;10;2024-05-15 00:41:53;882264;897028;27188;2.64;19240;91520;660392;64.22;110064;13712;4;13068;8084;1016;1108;420
mz7010-som-base-2020-2;10;2024-05-15 00:42:04;647248;662016;262152;25.49;19252;91564;670860;65.24;345524;13720;0;248416;8080;1088;1472;420
mz7010-som-base-2020-2;11;2024-05-15 00:42:14;888508;903300;23016;2.24;19256;89436;235712;22.92;107316;11544;4;10144;8080;744;580;420
mz7010-som-base-2020-2;10;2024-05-15 00:42:24;684948;699740;224332;21.82;19264;91660;670928;65.25;308640;13724;0;211516;8092;1136;1384;420
mz7010-som-base-2020-2;11;2024-05-15 00:42:35;647092;661892;262140;25.49;19276;91704;660356;64.22;345684;13724;0;248444;8084;1112;1536;420
mz7010-som-base-2020-2;10;2024-05-15 00:42:45;886036;900852;23132;2.25;19288;91756;246776;24.00;107600;13696;4;10272;8084;744;580;420
mz7010-som-base-2020-2;10;2024-05-15 00:42:55;646924;661748;262176;25.50;19292;91804;671216;65.27;345808;13728;0;248444;8100;896;1536;420
mz7010-som-base-2020-2;10;2024-05-15 00:43:05;828992;843872;80056;7.79;19296;91848;528948;51.44;162080;13660;0;25892;8104;864;1212;420
mz7010-som-base-2020-2;10;2024-05-15 00:43:15;716664;731504;192312;18.70;19308;91896;660752;64.26;275624;13732;0;178192;8116;1160;1500;420
mz7010-som-base-2020-2;11;2024-05-15 00:43:26;646928;661780;261992;25.48;19320;91944;671356;65.29;345928;13732;0;248420;8112;1128;1576;420
mz7010-som-base-2020-2;10;2024-05-15 00:43:36;886608;901476;23088;2.25;19324;91168;247388;24.06;107744;12908;4;10176;8108;744;592;420
mz7010-som-base-2020-2;10;2024-05-15 00:43:46;646896;661772;261912;25.47;19336;92040;671448;65.30;346124;13736;0;248448;8112;1176;1436;420
mz7010-som-base-2020-2;11;2024-05-15 00:43:57;887716;902600;23204;2.26;19344;89912;236172;22.97;107708;11632;0;10060;8120;752;584;420
mz7010-som-base-2020-2;10;2024-05-15 00:44:07;678572;693460;230108;22.38;19348;92136;671540;65.31;315240;13736;0;217460;8132;944;1568;420
mz7010-som-base-2020-2;11;2024-05-15 00:44:17;646464;661360;262172;25.50;19356;92176;671588;65.31;346212;13744;0;248436;8128;1048;1544;420
mz7010-som-base-2020-2;10;2024-05-15 00:44:27;887904;902816;22848;2.22;19360;90048;236288;22.98;107972;11560;4;10144;8136;736;572;420
mz7010-som-base-2020-2;10;2024-05-15 00:44:37;646172;661092;262364;25.51;19376;92272;671672;65.32;346352;13744;0;248456;8112;1440;1524;420
mz7010-som-base-2020-2;11;2024-05-15 00:44:48;882988;897928;25500;2.48;19388;92324;260572;25.34;111048;13664;0;12996;8096;832;700;420
mz7010-som-base-2020-2;10;2024-05-15 00:44:58;699076;714036;209332;20.36;19404;92372;671764;65.33;293148;13748;0;195224;8112;1056;1428;420
mz7010-som-base-2020-2;10;2024-05-15 00:45:09;646180;661148;262172;25.50;19416;92416;661036;64.28;346512;13748;0;248440;8112;1064;1532;420
mz7010-som-base-2020-2;10;2024-05-15 00:45:19;887588;902576;22896;2.23;19424;90284;236516;23.00;108260;11572;4;10164;8104;744;560;420
mz7010-som-base-2020-2;10;2024-05-15 00:45:29;646172;661160;262064;25.49;19436;92508;672120;65.36;346620;13752;0;248508;8116;1080;1540;420
mz7010-som-base-2020-2;11;2024-05-15 00:45:39;644768;659764;263420;25.62;19444;92560;661176;64.30;347916;13752;0;249680;8104;1280;1580;420
mz7010-som-base-2020-2;10;2024-05-15 00:45:49;736400;751416;171704;16.70;19456;92616;672220;65.37;255668;13756;0;157428;8120;1160;1356;420
mz7010-som-base-2020-2;11;2024-05-15 00:46:00;646264;661284;261804;25.46;19456;92652;672092;65.36;346756;13756;0;248404;8120;1016;1540;420
mz7010-som-base-2020-2;10;2024-05-15 00:46:10;887140;902168;23072;2.24;19456;90516;236748;23.02;108520;11576;4;10144;8112;744;576;420
mz7010-som-base-2020-2;10;2024-05-15 00:46:20;645964;661004;261988;25.48;19476;92748;672136;65.36;346876;13760;0;248424;8120;1112;1604;420
mz7010-som-base-2020-2;10;2024-05-15 00:46:30;644992;660032;262936;25.57;19476;92800;672180;65.37;348132;13760;0;249648;8092;1048;1572;420
mz7010-som-base-2020-2;10;2024-05-15 00:46:40;745612;760668;162244;15.78;19492;92840;672224;65.37;246420;13760;0;147904;8108;1056;1368;420
mz7010-som-base-2020-2;11;2024-05-15 00:46:51;645540;660608;262276;25.51;19500;92888;672276;65.38;347120;13764;0;248444;8092;1016;1540;420
mz7010-som-base-2020-2;10;2024-05-15 00:47:01;887028;902116;22928;2.23;19508;90756;236984;23.05;108856;11580;4;10144;8076;744;576;420
mz7010-som-base-2020-2;10;2024-05-15 00:47:11;645672;660768;262032;25.48;19520;92984;672580;65.41;347168;13764;0;248488;8088;1072;1524;420
mz7010-som-base-2020-2;11;2024-05-15 00:47:22;644512;659616;263124;25.59;19528;93028;672632;65.41;348460;13768;0;249632;8104;1024;1572;420
mz7010-som-base-2020-2;10;2024-05-15 00:47:32;758016;773140;149544;14.54;19548;93076;672676;65.42;234116;13768;0;135236;8112;1024;1356;420
mz7010-som-base-2020-2;11;2024-05-15 00:47:43;645492;660624;262024;25.48;19556;93124;661720;64.35;347340;13768;0;248440;8100;1040;1536;420
mz7010-som-base-2020-2;10;2024-05-15 00:47:53;887004;902156;22628;2.20;19560;90992;237184;23.07;108780;11592;8;9828;8112;728;548;420
mz7010-som-base-2020-2;10;2024-05-15 00:48:03;886908;902052;22724;2.21;19564;91036;237084;23.06;108944;11596;16;9940;8064;728;548;420
mz7010-som-base-2020-2;10;2024-05-15 00:48:13;886948;902096;22692;2.21;19568;91084;236916;23.04;108984;11588;16;9940;8004;728;548;420
mz7010-som-base-2020-2;10;2024-05-15 00:48:23;887016;902176;22564;2.19;19576;91128;236916;23.04;108948;11588;12;9840;8012;728;548;420
mz7010-som-base-2020-2;10;2024-05-15 00:48:33;886992;902160;22516;2.19;19580;91184;236808;23.03;109124;11596;0;9936;8024;728;560;420
mz7010-som-base-2020-2;10;2024-05-15 00:48:43;886836;902004;22648;2.20;19584;91224;238956;23.24;109184;11592;8;9940;8004;728;548;420
mz7010-som-base-2020-2;10;2024-05-15 00:48:53;886724;901896;22716;2.21;19588;91268;236880;23.04;109184;11596;8;9840;8000;728;552;420
mz7010-som-base-2020-2;10;2024-05-15 00:49:03;886784;901964;22612;2.20;19592;91324;236880;23.04;109152;11596;12;9808;7984;728;552;420
mz7010-som-base-2020-2;10;2024-05-15 00:49:13;886776;901964;22568;2.19;19596;91364;236880;23.04;109260;11596;0;9888;7992;720;560;420
mz7010-som-base-2020-2;10;2024-05-15 00:49:23;886776;901964;22516;2.19;19600;91412;236880;23.04;109236;11596;8;9872;7992;720;560;420
mz7010-som-base-2020-2;10;2024-05-15 00:49:33;886732;901928;22520;2.19;19604;91460;236516;23.00;109296;11600;12;9840;7980;712;544;420
