# hostname;interval;timestamp;kbmemfree;kbavail;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact;kbdirty;kbanonpg;kbslab;kbkstack;kbpgtbl;kbvmused
mz7010-som-base-2020-2;11;2024-05-15 00:06:00;660356;671680;262156;25.49;16140;81640;661348;64.31;332804;13428;0;248484;8004;1016;1576;420
mz7010-som-base-2020-2;10;2024-05-15 00:06:10;901656;913012;22968;2.23;16160;79504;226052;21.98;94448;11248;8;10012;8008;744;576;420
mz7010-som-base-2020-2;10;2024-05-15 00:06:20;660492;671860;261876;25.47;16176;81732;661440;64.32;332900;13436;0;248436;8020;976;1524;420
mz7010-som-base-2020-2;10;2024-05-15 00:06:31;659000;670376;263304;25.61;16192;81776;661488;64.33;334180;13436;0;249660;8024;1112;1524;420
mz7010-som-base-2020-2;10;2024-05-15 00:06:41;745800;757220;176412;17.16;16232;81816;661528;64.33;246688;13436;0;162088;8036;1128;1372;420
mz7010-som-base-2020-2;11;2024-05-15 00:06:51;660392;671832;261760;25.46;16248;81872;661576;64.34;333088;13440;0;248432;8024;984;1544;420
mz7010-som-base-2020-2;11;2024-05-15 00:07:02;899132;910600;22960;2.23;16268;81904;237212;23.07;94980;13432;4;10248;8032;736;568;420
mz7010-som-base-2020-2;10;2024-05-15 00:07:12;660188;671668;261820;25.46;16284;81964;650892;63.30;333292;13440;0;248460;8040;984;1528;420
mz7010-som-base-2020-2;10;2024-05-15 00:07:23;900840;912340;23288;2.26;16296;79840;226392;22.02;94964;11268;0;10028;8032;744;632;420
mz7010-som-base-2020-2;10;2024-05-15 00:07:33;685072;696580;236804;23.03;16312;82064;661768;64.36;309004;13444;0;224184;8044;1040;1412;420
mz7010-som-base-2020-2;11;2024-05-15 00:07:43;660064;671592;261744;25.45;16336;82100;659756;64.16;333468;13444;0;248500;8052;1064;1508;420
mz7010-som-base-2020-2;10;2024-05-15 00:07:53;900776;912336;23132;2.25;16352;79980;226508;22.03;95164;11268;4;10072;8056;744;576;420
mz7010-som-base-2020-2;10;2024-05-15 00:08:03;659916;671484;261740;25.45;16372;82200;661896;64.37;333484;13448;0;248400;8068;1072;1536;420
mz7010-som-base-2020-2;10;2024-05-15 00:08:13;658588;670172;263016;25.58;16388;82248;662216;64.40;334792;13448;0;249708;8056;1008;1468;420
mz7010-som-base-2020-2;10;2024-05-15 00:08:24;742592;754216;178904;17.40;16416;82300;661992;64.38;249812;13456;0;164572;8084;1024;1408;420
mz7010-som-base-2020-2;11;2024-05-15 00:08:34;659440;671088;261988;25.48;16436;82352;662040;64.38;333792;13452;0;248480;8080;960;1532;420
mz7010-som-base-2020-2;10;2024-05-15 00:08:44;900412;912072;23176;2.25;16444;80208;226744;22.05;95452;11268;4;10120;8056;752;576;420
mz7010-som-base-2020-2;10;2024-05-15 00:08:54;659000;670672;262316;25.51;16464;82432;661956;64.37;333868;13456;0;248472;8084;1088;1544;420
mz7010-som-base-2020-2;11;2024-05-15 00:09:05;658000;669696;263268;25.60;16488;82480;662172;64.40;335160;13456;0;249660;8060;1072;1440;420
mz7010-som-base-2020-2;10;2024-05-15 00:09:15;771416;783140;149792;14.57;16516;82520;662216;64.40;221148;13456;0;135648;8052;1056;1296;420
mz7010-som-base-2020-2;10;2024-05-15 00:09:25;659160;670908;262012;25.48;16532;82568;662480;64.43;334036;13460;0;248428;8024;904;1492;420
mz7010-som-base-2020-2;10;2024-05-15 00:09:35;900168;911956;23120;2.25;16560;80436;226972;22.07;95824;11276;4;10064;8012;744;588;420
mz7010-som-base-2020-2;10;2024-05-15 00:09:45;659256;671052;261756;25.46;16576;82676;662652;64.44;334160;13460;0;248412;8032;1088;1500;420
mz7010-som-base-2020-2;11;2024-05-15 00:09:56;657544;669360;263400;25.62;16600;82708;651616;63.37;335480;13464;0;249716;8044;1040;1508;420
mz7010-som-base-2020-2;10;2024-05-15 00:10:06;763056;774896;157820;15.35;16624;82752;662664;64.44;229400;13464;0;143508;8044;1016;1352;420
mz7010-som-base-2020-2;10;2024-05-15 00:10:16;658812;670680;261972;25.48;16648;82808;662712;64.45;334440;13464;0;248480;8056;1064;1536;420
mz7010-som-base-2020-2;10;2024-05-15 00:10:26;899736;911648;23140;2.25;16664;80684;227200;22.09;96132;11284;4;10076;8072;744;572;420
mz7010-som-base-2020-2;10;2024-05-15 00:10:37;658668;670580;261984;25.48;16676;82908;662668;64.44;334544;13472;0;248436;8060;1024;1540;420
mz7010-som-base-2020-2;10;2024-05-15 00:10:47;657424;669344;263152;25.59;16692;82944;662624;64.44;335804;13468;0;249692;8084;968;1544;420
mz7010-som-base-2020-2;10;2024-05-15 00:10:57;807532;819468;112996;10.99;16712;82992;651896;63.40;185024;13468;0;98900;8064;1096;1224;420
mz7010-som-base-2020-2;11;2024-05-15 00:11:07;658916;670876;261544;25.43;16732;83040;662936;64.47;334740;13472;0;248496;8064;1048;1544;420
mz7010-som-base-2020-2;10;2024-05-15 00:11:17;899884;911872;22672;2.20;16744;80908;227432;22.12;96480;11288;4;10144;8088;744;576;420
mz7010-som-base-2020-2;10;2024-05-15 00:11:28;658584;670576;261744;25.45;16756;83140;662808;64.46;334892;13476;0;248436;8072;1008;1552;420
mz7010-som-base-2020-2;10;2024-05-15 00:11:38;658324;670344;261948;25.47;16780;83188;662940;64.47;334920;13476;0;248460;8056;992;1472;420
mz7010-som-base-2020-2;10;2024-05-15 00:11:48;826152;838188;94060;9.15;16796;83232;652208;63.43;166472;13476;0;79944;8056;1032;1228;420
mz7010-som-base-2020-2;10;2024-05-15 00:11:58;658084;670128;262084;25.49;16804;83272;663236;64.50;335000;13476;0;248420;8052;1000;1516;420
mz7010-som-base-2020-2;10;2024-05-15 00:12:08;899260;911332;23020;2.24;16820;81140;227664;22.14;96768;11296;4;10112;8056;744;576;420
mz7010-som-base-2020-2;10;2024-05-15 00:12:18;673060;685136;246980;24.02;16836;83364;663236;64.50;320752;13484;0;233972;8056;1216;1460;420
mz7010-som-base-2020-2;11;2024-05-15 00:12:29;656808;668900;263172;25.59;16856;83416;663084;64.48;336436;13488;0;249700;8044;1024;1532;420
mz7010-som-base-2020-2;10;2024-05-15 00:12:39;839448;851564;80472;7.83;16876;83456;663124;64.49;153272;13484;0;66452;8044;1008;1148;420
mz7010-som-base-2020-2;10;2024-05-15 00:12:49;657792;669928;262060;25.48;16896;83504;663248;64.50;335332;13484;0;248444;8044;1024;1388;420
mz7010-som-base-2020-2;10;2024-05-15 00:12:59;898916;911084;23016;2.24;16908;81372;227892;22.16;97152;11300;4;10044;8084;736;576;420
mz7010-som-base-2020-2;10;2024-05-15 00:13:09;660856;673032;258796;25.17;16924;83604;663268;64.50;332856;13488;0;245848;8116;1032;1532;420
mz7010-som-base-2020-2;11;2024-05-15 00:13:20;656472;668668;263128;25.59;16948;83648;663528;64.53;336780;13488;0;249708;8100;1064;1600;420
mz7010-som-base-2020-2;10;2024-05-15 00:13:30;875472;887688;44096;4.29;16968;83688;663432;64.52;117112;13452;4;29992;8072;1080;1120;420
mz7010-som-base-2020-2;10;2024-05-15 00:13:40;657596;669836;261888;25.47;16976;83756;663272;64.50;335620;13496;0;248432;8080;1064;1500;420
mz7010-som-base-2020-2;10;2024-05-15 00:13:50;893336;905592;26104;2.54;16992;83800;252292;24.53;100392;13408;0;12940;8064;832;664;420
mz7010-som-base-2020-2;10;2024-05-15 00:14:00;680812;693088;238556;23.20;17016;83840;663708;64.54;313192;13496;0;225908;8072;1136;1496;420
mz7010-som-base-2020-2;11;2024-05-15 00:14:11;657788;670084;261532;25.43;17036;83884;663540;64.53;335860;13500;0;248472;8056;1048;1440;420
mz7010-som-base-2020-2;10;2024-05-15 00:14:21;898316;910636;23136;2.25;17044;81756;228236;22.20;97656;11316;4;10144;8044;736;576;420
mz7010-som-base-2020-2;10;2024-05-15 00:14:31;657376;669700;261836;25.46;17060;83976;663620;64.54;335952;13500;0;248448;8048;1024;1572;420
mz7010-som-base-2020-2;11;2024-05-15 00:14:42;656116;668464;262992;25.58;17080;84028;663672;64.54;337228;13504;0;249604;8080;1008;1512;420
mz7010-som-base-2020-2;10;2024-05-15 00:14:52;726112;738484;192928;18.76;17100;84072;663932;64.57;266564;13504;0;178892;8084;1016;1460;420
mz7010-som-base-2020-2;11;2024-05-15 00:15:02;656852;669236;262124;25.49;17116;84124;663632;64.54;336156;13504;0;248440;8080;952;1508;420
mz7010-som-base-2020-2;10;2024-05-15 00:15:12;898020;910452;23056;2.24;17144;81988;228464;22.22;97976;11328;4;10144;8088;744;568;420
mz7010-som-base-2020-2;10;2024-05-15 00:15:23;656572;669004;262260;25.50;17160;84212;664072;64.58;336292;13508;0;248504;8092;1064;1568;420
mz7010-som-base-2020-2;11;2024-05-15 00:15:33;769952;782404;148860;14.48;17172;84264;521460;50.71;220420;13444;0;77392;8048;984;1240;420
mz7010-som-base-2020-2;10;2024-05-15 00:15:43;673724;686204;244980;23.82;17204;84308;663944;64.57;319952;13512;0;232040;8080;952;1488;420
mz7010-som-base-2020-2;10;2024-05-15 00:15:53;656560;669064;262088;25.49;17224;84356;653212;63.52;336416;13512;0;248476;8068;960;1476;420
mz7010-som-base-2020-2;10;2024-05-15 00:16:03;897756;910280;23008;2.24;17236;82224;228692;22.24;98160;11336;4;10044;8072;744;580;420
mz7010-som-base-2020-2;10;2024-05-15 00:16:13;656444;668980;262048;25.48;17252;84452;664080;64.58;336640;13516;0;248484;8100;1160;1572;420
mz7010-som-base-2020-2;11;2024-05-15 00:16:24;655480;668032;262976;25.57;17272;84496;664132;64.59;337932;13520;0;249732;8072;1088;1528;420
mz7010-som-base-2020-2;10;2024-05-15 00:16:34;760736;773324;157620;15.33;17304;84544;664392;64.61;231940;13520;0;143660;8092;1000;1376;420
mz7010-som-base-2020-2;11;2024-05-15 00:16:45;656380;669000;261900;25.47;17332;84596;653448;63.55;336832;13524;0;248472;8088;1072;1436;420
mz7010-som-base-2020-2;10;2024-05-15 00:16:55;897360;910004;23040;2.24;17340;82464;228932;22.26;98500;11340;4;10044;8092;744;576;420
mz7010-som-base-2020-2;10;2024-05-15 00:17:05;656352;669000;261800;25.46;17352;84692;664604;64.63;336884;13520;0;248372;8100;992;1536;420
mz7010-som-base-2020-2;11;2024-05-15 00:17:15;655416;668080;262684;25.55;17376;84728;664356;64.61;338240;13520;0;249644;8092;1040;1528;420
mz7010-som-base-2020-2;10;2024-05-15 00:17:26;762416;775116;155588;15.13;17408;84784;664628;64.63;230012;13524;0;141376;8100;1128;1312;420
mz7010-som-base-2020-2;12;2024-05-15 00:17:37;656080;668808;261836;25.46;17436;84832;664456;64.62;337176;13524;0;248480;8112;1016;1536;420
mz7010-som-base-2020-2;10;2024-05-15 00:17:47;897268;910028;22784;2.22;17452;82696;229164;22.29;98872;11344;4;10044;8096;744;572;420
mz7010-som-base-2020-2;10;2024-05-15 00:17:57;655544;668312;262244;25.50;17472;84928;664548;64.63;337316;13528;0;248448;8108;1016;1444;420
mz7010-som-base-2020-2;11;2024-05-15 00:18:08;654780;667572;262960;25.57;17496;84972;664592;64.63;338576;13528;0;249596;8088;1032;1372;420
mz7010-som-base-2020-2;10;2024-05-15 00:18:18;732760;745576;184900;17.98;17512;85020;664500;64.62;259220;13528;0;170208;8104;1080;1452;420
mz7010-som-base-2020-2;10;2024-05-15 00:18:28;655880;668716;261724;25.45;17528;85072;643128;62.54;337484;13536;0;248404;8092;1000;1480;420
mz7010-som-base-2020-2;10;2024-05-15 00:18:38;896564;909432;23156;2.25;17552;82932;231388;22.50;99252;11352;4;10112;8092;744;572;420
mz7010-som-base-2020-2;10;2024-05-15 00:18:48;655052;667928;262436;25.52;17572;85156;653992;63.60;337632;13532;0;248420;8080;1016;1568;420
mz7010-som-base-2020-2;11;2024-05-15 00:18:59;654252;667152;263160;25.59;17592;85200;665032;64.67;338916;13536;0;249660;8092;1192;1644;420
mz7010-som-base-2020-2;10;2024-05-15 00:19:09;771932;784864;145372;14.14;17620;85256;664868;64.66;220424;13536;0;131144;8116;1168;1276;420
mz7010-som-base-2020-2;11;2024-05-15 00:19:19;655400;668348;261884;25.47;17640;85296;664908;64.66;337852;13536;0;248448;8076;960;1568;420
mz7010-som-base-2020-2;10;2024-05-15 00:19:30;896216;909200;23176;2.25;17656;83172;229624;22.33;99644;11356;4;10144;8076;744;580;420
mz7010-som-base-2020-2;10;2024-05-15 00:19:40;655388;668380;261784;25.46;17680;85388;654220;63.62;338000;13540;0;248484;8056;1024;1504;420
mz7010-som-base-2020-2;10;2024-05-15 00:19:50;653636;666644;263492;25.62;17696;85432;665052;64.68;339240;13540;0;249664;8040;1176;1476;420
mz7010-som-base-2020-2;10;2024-05-15 00:20:00;786240;799280;130800;12.72;17720;85488;665088;64.68;206348;13544;0;116756;8048;968;1228;420
mz7010-som-base-2020-2;11;2024-05-15 00:20:11;654936;667992;262060;25.48;17740;85536;665140;64.68;338212;13548;0;248404;8024;992;1488;420
mz7010-som-base-2020-2;10;2024-05-15 00:20:21;896088;909180;23028;2.24;17756;83400;229848;22.35;99964;11364;4;10144;8024;744;576;420
mz7010-som-base-2020-2;10;2024-05-15 00:20:31;655548;668652;261312;25.41;17776;85628;665228;64.69;338296;13548;0;248404;8032;1136;1488;420
mz7010-som-base-2020-2;11;2024-05-15 00:20:41;653800;666920;263040;25.58;17792;85680;665360;64.71;339528;13552;0;249640;7984;1064;1420;420
mz7010-som-base-2020-2;10;2024-05-15 00:20:51;807800;820940;108964;10.60;17812;85732;665524;64.72;184836;13548;0;94928;7988;1136;1240;420
mz7010-som-base-2020-2;10;2024-05-15 00:21:02;654692;667840;262036;25.48;17828;85768;665368;64.71;338488;13556;0;248512;7972;1176;1572;420
mz7010-som-base-2020-2;10;2024-05-15 00:21:12;895852;909028;23000;2.24;17836;83640;230080;22.37;100084;11372;4;10044;7968;736;580;420
mz7010-som-base-2020-2;10;2024-05-15 00:21:22;654724;667908;261860;25.47;17860;85864;665456;64.71;338632;13556;0;248476;7988;984;1520;420
mz7010-som-base-2020-2;10;2024-05-15 00:21:32;653040;666256;263484;25.62;17884;85904;665496;64.72;339936;13560;0;249628;7984;976;1444;420
mz7010-som-base-2020-2;10;2024-05-15 00:21:42;842520;855772;73912;7.19;17916;85960;654988;63.70;149904;13560;0;59636;7988;1224;1132;420
mz7010-som-base-2020-2;11;2024-05-15 00:21:53;654568;667840;261800;25.46;17928;86008;665592;64.73;338792;13560;0;248404;7992;1008;1540;420
mz7010-som-base-2020-2;10;2024-05-15 00:22:03;895304;908596;23200;2.26;17936;83880;230308;22.40;100464;11384;4;10044;7976;744;576;420
mz7010-som-base-2020-2;10;2024-05-15 00:22:13;654596;667892;261668;25.45;17952;86100;665680;64.74;338880;13564;0;248404;7980;1080;1536;420
mz7010-som-base-2020-2;11;2024-05-15 00:22:23;653228;666540;262964;25.57;17968;86156;665604;64.73;340204;13564;0;249700;7980;1048;1532;420
mz7010-som-base-2020-2;10;2024-05-15 00:22:33;842984;856336;73100;7.11;18000;86204;665776;64.75;149832;13568;0;59184;8008;968;1164;420
mz7010-som-base-2020-2;11;2024-05-15 00:22:44;653740;667104;262292;25.51;18024;86240;655048;63.70;339168;13568;0;248420;8000;1024;1576;420
mz7010-som-base-2020-2;10;2024-05-15 00:22:54;895324;908724;22832;2.22;18040;84104;230536;22.42;100876;11384;4;10112;7996;744;572;420
mz7010-som-base-2020-2;10;2024-05-15 00:23:04;653572;666976;262332;25.51;18056;86332;655140;63.71;339288;13568;0;248480;8004;1592;1504;420
mz7010-som-base-2020-2;11;2024-05-15 00:23:15;652456;665884;263380;25.61;18076;86384;655268;63.72;340460;13572;0;249628;8000;1128;1484;420
mz7010-som-base-2020-2;10;2024-05-15 00:23:25;844940;858400;70796;6.88;18108;86428;666300;64.80;147436;13572;0;56580;8024;1328;1180;420
mz7010-som-base-2020-2;10;2024-05-15 00:23:35;653368;666836;262316;25.51;18124;86468;666048;64.77;339504;13572;0;248508;8020;1144;1440;420
mz7010-som-base-2020-2;10;2024-05-15 00:23:45;894728;908236;23052;2.24;18140;84344;230764;22.44;101212;11392;4;10144;8032;736;576;420
mz7010-som-base-2020-2;10;2024-05-15 00:23:55;653776;667292;261744;25.45;18156;86568;666136;64.78;339552;13576;0;248468;8052;1040;1636;420
mz7010-som-base-2020-2;11;2024-05-15 00:24:06;653528;667060;261932;25.47;18176;86608;666400;64.81;339636;13576;0;248508;8052;1024;1568;420
mz7010-som-base-2020-2;10;2024-05-15 00:24:16;866180;879736;49212;4.79;18196;86652;666228;64.79;126168;13548;4;34888;8056;1096;1120;420
mz7010-som-base-2020-2;10;2024-05-15 00:24:26;653404;666980;261900;25.47;18212;86704;655496;63.75;339740;13580;0;248440;8076;1008;1552;420
mz7010-som-base-2020-2;10;2024-05-15 00:24:36;894296;907900;23124;2.25;18228;84576;230992;22.46;101572;11396;4;10144;8072;736;576;420
mz7010-som-base-2020-2;10;2024-05-15 00:24:46;681052;694668;234140;22.77;18244;86804;666656;64.83;312428;13584;0;221052;8056;984;1472;420
mz7010-som-base-2020-2;11;2024-05-15 00:24:57;653056;666684;262092;25.49;18264;86840;666416;64.81;339964;13584;0;248392;8044;1008;1528;420
mz7010-som-base-2020-2;10;2024-05-15 00:25:07;866736;880376;48344;4.70;18276;86896;666464;64.81;125944;13580;4;34344;8044;1040;1112;420
mz7010-som-base-2020-2;10;2024-05-15 00:25:17;652796;666456;262208;25.50;18292;86952;666508;64.82;340056;13588;0;248432;8048;1000;1508;420
mz7010-som-base-2020-2;10;2024-05-15 00:25:27;894120;907804;23048;2.24;18300;84812;231228;22.49;101744;11404;4;10044;8016;728;568;420
mz7010-som-base-2020-2;10;2024-05-15 00:25:37;692196;705884;222716;21.66;18320;87036;666812;64.85;300744;13588;0;209056;8028;1208;1548;420
mz7010-som-base-2020-2;11;2024-05-15 00:25:48;652912;666616;261956;25.47;18328;87096;666936;64.86;340184;13592;0;248424;8004;1096;1540;420
mz7010-som-base-2020-2;10;2024-05-15 00:25:58;891884;905604;22932;2.23;18344;87132;241908;23.53;102176;13556;4;10272;8004;736;584;420
mz7010-som-base-2020-2;10;2024-05-15 00:26:08;652920;666656;261816;25.46;18356;87184;666952;64.86;340364;13592;0;248436;8020;1096;1552;420
mz7010-som-base-2020-2;11;2024-05-15 00:26:19;888532;902276;26144;2.54;18360;87232;255624;24.86;105080;13512;0;12956;8028;840;672;420
mz7010-som-base-2020-2;10;2024-05-15 00:26:29;684292;698048;230308;22.40;18372;87280;666692;64.83;309668;13596;0;217724;8044;1016;1452;420
mz7010-som-base-2020-2;11;2024-05-15 00:26:39;652788;666556;261764;25.46;18388;87316;666868;64.85;340504;13596;0;248392;8040;968;1508;420
mz7010-som-base-2020-2;10;2024-05-15 00:26:49;893748;907532;22940;2.23;18388;85192;231572;22.52;102264;11416;4;10044;8028;744;580;420
mz7010-som-base-2020-2;10;2024-05-15 00:27:00;652312;666092;262172;25.50;18400;87416;667180;64.88;340588;13600;0;248440;7996;1000;1520;420
mz7010-som-base-2020-2;11;2024-05-15 00:27:10;651484;665280;262944;25.57;18408;87460;623244;60.61;341868;13600;0;249528;8000;952;1456;420
mz7010-som-base-2020-2;10;2024-05-15 00:27:20;703268;717092;211076;20.53;18428;87512;667048;64.87;289284;13608;0;196896;8012;1072;1484;420
mz7010-som-base-2020-2;10;2024-05-15 00:27:30;652796;666624;261496;25.43;18436;87564;667100;64.87;340852;13604;0;248460;8004;1064;1536;420
mz7010-som-base-2020-2;10;2024-05-15 00:27:40;893372;907216;23044;2.24;18444;85420;231800;22.54;102608;11420;4;10144;8016;744;572;420
mz7010-som-base-2020-2;10;2024-05-15 00:27:51;652600;666448;261568;25.44;18452;87648;667404;64.90;340920;13608;0;248436;8028;912;1576;420
mz7010-som-base-2020-2;11;2024-05-15 00:28:01;650860;664720;263288;25.60;18468;87692;667236;64.89;342188;13608;0;249668;7988;928;1568;420
mz7010-som-base-2020-2;10;2024-05-15 00:28:11;733440;747320;180592;17.56;18484;87740;667280;64.89;258936;13608;0;166384;8040;1112;1324;420
mz7010-som-base-2020-2;11;2024-05-15 00:28:22;651992;665880;261996;25.48;18492;87788;667324;64.90;341068;13612;0;248412;8028;1024;1452;420
mz7010-som-base-2020-2;10;2024-05-15 00:28:32;893180;907096;22948;2.23;18504;85656;232028;22.56;102752;11428;4;10008;8008;744;592;420
mz7010-som-base-2020-2;10;2024-05-15 00:28:42;651636;665552;262232;25.50;18512;87884;667636;64.93;341188;13612;0;248420;8032;1240;1580;420
mz7010-som-base-2020-2;11;2024-05-15 00:28:53;650408;664340;263408;25.62;18524;87932;667332;64.90;342488;13616;0;249696;8024;1456;1440;420
mz7010-som-base-2020-2;10;2024-05-15 00:29:03;739004;752956;174720;16.99;18540;87988;667508;64.91;253388;13624;0;160596;8044;1064;1424;420
mz7010-som-base-2020-2;10;2024-05-15 00:29:13;651516;665476;262176;25.50;18548;88024;667768;64.94;341380;13620;0;248476;8032;1104;1612;420
mz7010-som-base-2020-2;10;2024-05-15 00:29:23;892864;906836;22972;2.23;18552;85888;232260;22.59;103172;11436;4;10144;8020;744;572;420
mz7010-som-base-2020-2;10;2024-05-15 00:29:33;651708;665692;261868;25.47;18568;88124;656868;63.88;341496;13624;0;248376;8028;1096;1536;420
mz7010-som-base-2020-2;11;2024-05-15 00:29:44;650568;664560;262960;25.57;18572;88176;667912;64.95;342792;13624;0;249692;8020;1008;1556;420
mz7010-som-base-2020-2;10;2024-05-15 00:29:54;787628;801624;125836;12.24;18576;88216;668152;64.98;205164;13628;0;112052;8040;1072;1300;420
mz7010-som-base-2020-2;11;2024-05-15 00:30:05;651824;665836;261580;25.44;18588;88272;668004;64.96;341660;13628;0;248440;8032;1032;1488;420
mz7010-som-base-2020-2;10;2024-05-15 00:30:15;892508;906536;23024;2.24;18600;86132;232488;22.61;103400;11448;4;10048;8032;744;564;420
mz7010-som-base-2020-2;10;2024-05-15 00:30:25;651416;665444;261864;25.47;18608;88360;667872;64.95;341780;13628;0;248440;8048;1048;1536;420
mz7010-som-base-2020-2;11;2024-05-15 00:30:35;650028;664072;263204;25.60;18624;88400;657144;63.91;343060;13632;0;249652;8040;1080;1488;420
mz7010-som-base-2020-2;10;2024-05-15 00:30:45;776812;790876;136328;13.26;18640;88460;668188;64.98;215776;13632;0;122352;8056;1120;1236;420
