arm;-1;2024-05-12 14:36:30;LINUX-RESTART	(6 CPU)
# hostname;interval;timestamp;kbmemfree;kbavail;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact;kbdirty;kbanonpg;kbslab;kbkstack;kbpgtbl;kbvmused
arm;10;2024-05-12 15:07:15;42620;2901284;655468;16.62;71616;2971272;3551668;90.05;538936;2858184;3448;517112;202992;7888;15420;31956
arm;10;2024-05-12 15:07:25;196852;2921480;635476;16.11;71920;2838524;3551096;90.04;540040;2724912;7104;517092;201196;7776;15376;31796
arm;10;2024-05-12 15:07:35;198744;2928220;628456;15.93;73012;2842444;3541648;89.80;542520;2706648;4920;506576;201312;7760;15356;31748
arm;10;2024-05-12 15:07:45;168676;2900700;655736;16.63;73528;2844476;3676412;93.22;559184;2701320;5532;523132;201552;8000;15504;32252
arm;10;2024-05-12 15:07:55;176128;2912092;644372;16.34;74576;2847416;3566864;90.44;563008;2698968;3632;535860;201476;8000;15928;32156
arm;10;2024-05-12 15:08:05;148776;2895880;660448;16.75;75796;2857436;3563412;90.35;568492;2719456;1940;556100;201512;7904;15600;32140
arm;10;2024-05-12 15:08:15;132504;2893344;663180;16.82;75836;2870980;3582280;90.83;572416;2732368;1956;559448;201468;7888;15472;31876
arm;10;2024-05-12 15:08:25;152764;2922688;633880;16.07;78756;2877032;3552564;90.08;581688;2703180;3324;530536;201536;7824;15216;31892
arm;10;2024-05-12 15:08:35;153648;2869512;684732;17.36;77992;2826956;3697892;93.76;584224;2715852;2500;597144;200640;7888;15604;31868
arm;10;2024-05-12 15:08:45;282532;2958000;596304;15.12;78016;2787708;3485768;88.38;541232;2626888;108;506372;199408;7760;14848;31764
arm;10;2024-05-12 15:08:55;280232;2956552;597772;15.16;78044;2787808;3486236;88.39;581080;2588332;520;468076;200112;7760;14864;31732
arm;10;2024-05-12 15:09:05;283892;2960228;596480;15.12;78060;2785424;3483852;88.33;581096;2588464;508;468116;200112;7776;14868;31732
arm;10;2024-05-12 15:09:15;284792;2961132;595564;15.10;78068;2785432;3483756;88.33;581096;2588316;384;468088;200112;7760;14848;31748
arm;10;2024-05-12 15:09:25;284940;2961308;595384;15.10;78100;2785432;3483756;88.33;581120;2588316;16;468084;200112;7744;14848;31716
arm;10;2024-05-12 15:09:35;285044;2961436;595272;15.09;78104;2785436;3483756;88.33;581140;2588324;8;468088;200112;7744;14852;31732
arm;10;2024-05-12 15:09:45;284940;2961340;595368;15.10;78112;2785436;3483756;88.33;581148;2588324;0;468088;200112;7744;14852;31748
arm;10;2024-05-12 15:09:55;284792;2961204;595504;15.10;78120;2785440;3483756;88.33;581156;2588304;8;467960;200112;7728;14852;31748
arm;10;2024-05-12 15:10:05;284792;2961212;595488;15.10;78128;2785448;3483764;88.33;581164;2588176;0;467936;200112;7728;14848;31748
arm;10;2024-05-12 15:10:15;286824;2963260;593440;15.05;78140;2785452;3483764;88.33;581176;2588184;100;467940;200112;7728;14848;31748
arm;10;2024-05-12 15:10:25;286572;2963032;593668;15.05;78164;2785452;3483772;88.33;581200;2588192;8;467800;200112;7728;14848;31732
arm;10;2024-05-12 15:10:35;286320;2962788;593908;15.06;78168;2785456;3483772;88.33;581204;2588324;0;474760;200116;7728;14852;31748
arm;10;2024-05-12 15:10:45;287716;2964268;592424;15.02;78188;2785524;3481816;88.28;581300;2586496;8;483100;200116;7712;14768;31692
